,Pokemon Id,Pokedex Number,Name,Classification,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Male Ratio,Female Ratio,Base Happiness,Game(s) of Origin,Region of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth,Experience Growth Total,Experience Yield,Primary Egg Group,Secondary Egg Group,Egg Cycle Count,Pre-Evolution Pokemon Id,Evolution Details,#,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
591,972,600,Klang,"""Gear Pokemon""",0.6,51.0,"""Steel""",,"""Plus""","""Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.""","""Minus""","""Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.""","""Clear Body""","""Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.""",0.0,0.0,70,"""Black""","""Unova""",60,80,95,70,85,50,440,0,0,2,0,0,0,2,60,"""Medium Slow""",1059860,154,"""Mineral""",,20,970.0,"""Level 38""",600,Steel,,440,60,80,95,70,85,50,5,False
592,973,601,Klinklang,"""Gear Pokemon""",0.6,81.0,"""Steel""",,"""Plus""","""Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.""","""Minus""","""Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.""","""Clear Body""","""Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.""",0.0,0.0,70,"""Black""","""Unova""",60,100,115,70,85,90,520,0,0,3,0,0,0,3,30,"""Medium Slow""",1059860,234,"""Mineral""",,20,972.0,"""Level 49""",601,Steel,,520,60,100,115,70,85,90,5,False
593,974,602,Tynamo,"""EleFish Pokemon""",0.2,0.3,"""Electric""",,"""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",,,,,50.0,50.0,70,"""Black""","""Unova""",35,55,40,45,40,60,275,0,0,0,0,0,1,1,190,"""Slow""",1250000,55,"""Amorphous""",,20,,,602,Electric,,275,35,55,40,45,40,60,5,False
594,975,603,Eelektrik,"""EleFish Pokemon""",1.2,22.0,"""Electric""",,"""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",,,,,50.0,50.0,70,"""Black""","""Unova""",65,85,70,75,70,40,405,0,2,0,0,0,0,2,60,"""Slow""",1250000,142,"""Amorphous""",,20,974.0,"""Level 39""",603,Electric,,405,65,85,70,75,70,40,5,False
595,976,604,Eelektross,"""EleFish Pokemon""",2.1,80.5,"""Electric""",,"""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",,,,,50.0,50.0,70,"""Black""","""Unova""",85,115,80,105,80,50,515,0,3,0,0,0,0,3,30,"""Slow""",1250000,232,"""Amorphous""",,20,975.0,"""Thunder Stone""",604,Electric,,515,85,115,80,105,80,50,5,False
596,977,605,Elgyem,"""Cerebral Pokemon""",0.5,9.0,"""Psychic""",,"""Telepathy""","""Anticipates an ally's attack and dodges it.""","""Synchronize""","""The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.""","""Analytic""","""Boosts move power when the Pokémon moves last.""",50.0,50.0,70,"""Black""","""Unova""",55,55,55,85,55,30,335,0,0,0,1,0,0,1,255,"""Medium Fast""",1000000,67,"""Human-Like""",,20,,,605,Psychic,,335,55,55,55,85,55,30,5,False
597,978,606,Beheeyem,"""Cerebral Pokemon""",1.0,34.5,"""Psychic""",,"""Telepathy""","""Anticipates an ally's attack and dodges it.""","""Synchronize""","""The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.""","""Analytic""","""Boosts move power when the Pokémon moves last.""",50.0,50.0,70,"""Black""","""Unova""",75,75,75,125,95,40,485,0,0,0,2,0,0,2,90,"""Medium Fast""",1000000,170,"""Human-Like""",,20,977.0,"""Level 42""",606,Psychic,,485,75,75,75,125,95,40,5,False
598,979,607,Litwick,"""Candle Pokemon""",0.3,3.1,"""Ghost""","""Fire""","""Flash Fire""","""Powers up the Pokémon's Fire-type moves if it's hit by one.""","""Flame Body""","""Contact with the Pokémon may burn the attacker.""","""Infiltrator""","""Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.""",50.0,50.0,70,"""Black""","""Unova""",50,30,55,65,55,20,275,0,0,0,1,0,0,1,190,"""Medium Slow""",1059860,55,"""Amorphous""",,20,,,607,Ghost,Fire,275,50,30,55,65,55,20,5,False
599,980,608,Lampent,"""Lamp Pokemon""",0.6,13.0,"""Ghost""","""Fire""","""Flash Fire""","""Powers up the Pokémon's Fire-type moves if it's hit by one.""","""Flame Body""","""Contact with the Pokémon may burn the attacker.""","""Infiltrator""","""Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.""",50.0,50.0,70,"""Black""","""Unova""",60,40,60,95,60,55,370,0,0,0,2,0,0,2,90,"""Medium Slow""",1059860,130,"""Amorphous""",,20,979.0,"""Level 41""",608,Ghost,Fire,370,60,40,60,95,60,55,5,False
600,981,609,Chandelure,"""Luring Pokemon""",1.0,34.3,"""Ghost""","""Fire""","""Flash Fire""","""Powers up the Pokémon's Fire-type moves if it's hit by one.""","""Flame Body""","""Contact with the Pokémon may burn the attacker.""","""Infiltrator""","""Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.""",50.0,50.0,70,"""Black""","""Unova""",60,55,90,145,90,80,520,0,0,0,3,0,0,3,45,"""Medium Slow""",1059860,234,"""Amorphous""",,20,980.0,"""Dusk Stone""",609,Ghost,Fire,520,60,55,90,145,90,80,5,False
601,983,610,Axew,"""Tusk Pokemon""",0.6,18.0,"""Dragon""",,"""Rivalry""","""Becomes competitive and deals more damage to Pokémon of the same gender, but deals less to Pokémon of the opposite gender.""","""Mold Breaker""","""Moves can be used on the target regardless of its Abilities.""","""Unnerve""","""Unnerves opposing Pokémon and makes them unable to eat Berries.""",50.0,50.0,35,"""Black""","""Unova""",46,87,60,30,40,57,320,0,1,0,0,0,0,1,75,"""Slow""",1250000,64,"""Monster""","""Dragon""",40,,,610,Dragon,,320,46,87,60,30,40,57,5,False
602,984,611,Fraxure,"""Axe Jaw Pokemon""",1.0,36.0,"""Dragon""",,"""Rivalry""","""Becomes competitive and deals more damage to Pokémon of the same gender, but deals less to Pokémon of the opposite gender.""","""Mold Breaker""","""Moves can be used on the target regardless of its Abilities.""","""Unnerve""","""Unnerves opposing Pokémon and makes them unable to eat Berries.""",50.0,50.0,35,"""Black""","""Unova""",66,117,70,40,50,67,410,0,2,0,0,0,0,2,60,"""Slow""",1250000,144,"""Monster""","""Dragon""",40,983.0,"""Level 38""",611,Dragon,,410,66,117,70,40,50,67,5,False
603,985,612,Haxorus,"""Axe Jaw Pokemon""",1.8,105.5,"""Dragon""",,"""Rivalry""","""Becomes competitive and deals more damage to Pokémon of the same gender, but deals less to Pokémon of the opposite gender.""","""Mold Breaker""","""Moves can be used on the target regardless of its Abilities.""","""Unnerve""","""Unnerves opposing Pokémon and makes them unable to eat Berries.""",50.0,50.0,35,"""Black""","""Unova""",76,147,90,60,70,97,540,0,3,0,0,0,0,3,45,"""Slow""",1250000,243,"""Monster""","""Dragon""",40,984.0,"""Level 48""",612,Dragon,,540,76,147,90,60,70,97,5,False
604,986,613,Cubchoo,"""Chill Pokemon""",0.5,8.5,"""Ice""",,"""Snow Cloak""","""Boosts evasiveness in a hailstorm.""","""Slush Rush""","""Boosts the Pokémon's Speed stat in a hailstorm.""","""Rattled""","""Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.""",50.0,50.0,70,"""Black""","""Unova""",55,70,40,60,40,40,305,0,1,0,0,0,0,1,120,"""Medium Fast""",1000000,61,"""Field""",,20,,,613,Ice,,305,55,70,40,60,40,40,5,False
605,987,614,Beartic,"""Freezing Pokemon""",2.6,260.0,"""Ice""",,"""Snow Cloak""","""Boosts evasiveness in a hailstorm.""","""Slush Rush""","""Boosts the Pokémon's Speed stat in a hailstorm.""","""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""",50.0,50.0,70,"""Black""","""Unova""",95,130,80,70,80,50,505,0,2,0,0,0,0,2,60,"""Medium Fast""",1000000,177,"""Field""",,20,986.0,"""Level 37""",614,Ice,,485,95,110,80,70,80,50,5,False
606,988,615,Cryogonal,"""Crystallizing Pokemon""",1.1,148.0,"""Ice""",,"""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",,,,,0.0,0.0,70,"""Black""","""Unova""",80,50,50,95,135,105,515,0,0,0,0,2,0,2,25,"""Medium Fast""",1000000,180,"""Mineral""",,25,,,615,Ice,,485,70,50,30,95,135,105,5,False
607,989,616,Shelmet,"""Snail Pokemon""",0.4,7.7,"""Bug""",,"""Hydration""","""Heals status conditions if it's raining.""","""Shell Armor""","""A hard shell protects the Pokémon from critical hits.""","""Overcoat""","""Protects the Pokémon from things like sand, hail, and powder.""",50.0,50.0,70,"""Black""","""Unova""",50,40,85,40,65,25,305,0,0,1,0,0,0,1,200,"""Medium Fast""",1000000,61,"""Bug""",,15,,,616,Bug,,305,50,40,85,40,65,25,5,False
608,990,617,Accelgor,"""Shell Out Pokemon""",0.8,25.3,"""Bug""",,"""Hydration""","""Heals status conditions if it's raining.""","""Sticky Hold""","""Items held by the Pokémon are stuck fast and cannot be removed by other Pokémon.""","""Unburden""","""Boosts the Speed stat if the Pokémon's held item is used or lost.""",50.0,50.0,70,"""Black""","""Unova""",80,70,40,100,60,145,495,0,0,0,0,0,2,2,75,"""Medium Fast""",1000000,173,"""Bug""",,15,989.0,"""With Karrablast""",617,Bug,,495,80,70,40,100,60,145,5,False
609,991,618,Stunfisk,"""Trap Pokemon""",0.7,11.0,"""Ground""","""Electric""","""Static""","""The Pokémon is charged with static electricity, so contact with it may cause paralysis.""","""Limber""","""Its limber body protects the Pokémon from paralysis.""","""Sand Veil""","""Boosts the Pokémon's evasiveness in a sandstorm.""",50.0,50.0,70,"""Black""","""Unova""",109,66,84,81,99,32,471,2,0,0,0,0,0,2,75,"""Medium Fast""",1000000,165,"""Water 1""","""Amorphous""",20,,,618,Ground,Electric,471,109,66,84,81,99,32,5,False
610,992,619,Mienfoo,"""Martial Arts Pokemon""",0.9,20.0,"""Fighting""",,"""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""","""Regenerator""","""Restores a little HP when withdrawn from battle.""","""Reckless""","""Powers up moves that have recoil damage.""",50.0,50.0,70,"""Black""","""Unova""",45,85,50,55,50,65,350,0,1,0,0,0,0,1,180,"""Medium Slow""",1059860,70,"""Field""","""Human-Like""",25,,,619,Fighting,,350,45,85,50,55,50,65,5,False
611,994,620,Mienshao,"""Martial Arts Pokemon""",1.4,35.5,"""Fighting""",,"""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""","""Regenerator""","""Restores a little HP when withdrawn from battle.""","""Reckless""","""Powers up moves that have recoil damage.""",50.0,50.0,70,"""Black""","""Unova""",65,125,60,95,60,105,510,0,2,0,0,0,0,2,45,"""Medium Slow""",1059860,179,"""Field""","""Human-Like""",25,992.0,"""Level 50""",620,Fighting,,510,65,125,60,95,60,105,5,False
612,995,621,Druddigon,"""Cave Pokemon""",1.6,139.0,"""Dragon""",,"""Rough Skin""","""This Pokémon inflicts damage with its rough skin to the attacker on contact.""","""Sheer Force""","""Removes additional effects to increase the power of moves when attacking.""","""Mold Breaker""","""Moves can be used on the target regardless of its Abilities.""",50.0,50.0,70,"""Black""","""Unova""",77,120,90,60,90,48,485,0,2,0,0,0,0,2,45,"""Medium Fast""",1000000,170,"""Dragon""","""Monster""",30,,,621,Dragon,,485,77,120,90,60,90,48,5,False
613,996,622,Golett,"""Automaton Pokemon""",1.0,92.0,"""Ground""","""Ghost""","""Iron Fist""","""Powers up punching moves.""","""Klutz""","""The Pokémon can't use any held items.""","""No Guard""","""The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.""",0.0,0.0,70,"""Black""","""Unova""",59,74,50,35,50,35,303,0,1,0,0,0,0,1,190,"""Medium Fast""",1000000,61,"""Mineral""",,25,,,622,Ground,Ghost,303,59,74,50,35,50,35,5,False
614,997,623,Golurk,"""Automaton Pokemon""",2.8,330.0,"""Ground""","""Ghost""","""Iron Fist""","""Powers up punching moves.""","""Klutz""","""The Pokémon can't use any held items.""","""No Guard""","""The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.""",0.0,0.0,70,"""Black""","""Unova""",89,124,80,55,80,55,483,0,2,0,0,0,0,2,90,"""Medium Fast""",1000000,169,"""Mineral""",,25,996.0,"""Level 43""",623,Ground,Ghost,483,89,124,80,55,80,55,5,False
615,998,624,Pawniard,"""Sharp Blade Pokemon""",0.5,10.2,"""Dark""","""Steel""","""Defiant""","""Boosts the Pokémon's Attack stat sharply when its stats are lowered.""","""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""","""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",50.0,50.0,35,"""Black""","""Unova""",45,85,70,40,40,60,340,0,1,0,0,0,0,1,120,"""Medium Fast""",1000000,68,"""Human-Like""",,20,,,624,Dark,Steel,340,45,85,70,40,40,60,5,False
616,999,625,Bisharp,"""Sword Blade Pokemon""",1.6,70.0,"""Dark""","""Steel""","""Defiant""","""Boosts the Pokémon's Attack stat sharply when its stats are lowered.""","""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""","""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",50.0,50.0,35,"""Black""","""Unova""",65,125,100,60,70,70,490,0,2,0,0,0,0,2,45,"""Medium Fast""",1000000,172,"""Human-Like""",,20,998.0,"""Level 52""",625,Dark,Steel,490,65,125,100,60,70,70,5,False
617,1000,626,Bouffalant,"""Bash Buffalo Pokemon""",1.6,94.5,"""Normal""",,"""Reckless""","""Powers up moves that have recoil damage.""","""Sap Sipper""","""Boosts the Attack stat if hit by a Grass-type move instead of taking damage.""","""Soundproof""","""Soundproofing gives the Pokémon full immunity to all sound-based moves.""",50.0,50.0,70,"""Black""","""Unova""",95,110,95,40,95,55,490,0,2,0,0,0,0,2,45,"""Medium Fast""",1000000,172,"""Field""",,20,,,626,Normal,,490,95,110,95,40,95,55,5,False
618,1001,627,Rufflet,"""Eaglet Pokemon""",0.5,10.5,"""Normal""","""Flying""","""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""","""Sheer Force""","""Removes additional effects to increase the power of moves when attacking.""","""Hustle""","""Boosts the Attack stat, but lowers accuracy.""",100.0,0.0,70,"""Black""","""Unova""",70,83,50,37,50,60,350,0,1,0,0,0,0,1,190,"""Slow""",1250000,70,"""Flying""",,20,,,627,Normal,Flying,350,70,83,50,37,50,60,5,False
619,1002,628,Braviary,"""Valiant Pokemon""",1.5,41.0,"""Normal""","""Flying""","""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""","""Sheer Force""","""Removes additional effects to increase the power of moves when attacking.""","""Defiant""","""Boosts the Pokémon's Attack stat sharply when its stats are lowered.""",100.0,0.0,70,"""Black""","""Unova""",100,123,75,57,75,80,510,0,2,0,0,0,0,2,60,"""Slow""",1250000,179,"""Flying""",,20,1001.0,"""Level 54""",628,Normal,Flying,510,100,123,75,57,75,80,5,False
620,1003,629,Vullaby,"""Diapered Pokemon""",0.5,9.0,"""Dark""","""Flying""","""Big Pecks""","""Protects the Pokémon from Defense-lowering effects.""","""Overcoat""","""Protects the Pokémon from things like sand, hail, and powder.""","""Weak Armor""","""Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.""",0.0,100.0,35,"""Black""","""Unova""",70,55,75,45,65,60,370,0,0,1,0,0,0,1,190,"""Slow""",1250000,74,"""Flying""",,20,,,629,Dark,Flying,370,70,55,75,45,65,60,5,False
621,1005,630,Mandibuzz,"""Bone Vulture Pokemon""",1.2,39.5,"""Dark""","""Flying""","""Big Pecks""","""Protects the Pokémon from Defense-lowering effects.""","""Overcoat""","""Protects the Pokémon from things like sand, hail, and powder.""","""Weak Armor""","""Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.""",0.0,100.0,35,"""Black""","""Unova""",110,65,105,55,95,80,510,0,0,0,2,0,0,2,60,"""Slow""",1250000,179,"""Flying""",,20,1003.0,"""Level 54""",630,Dark,Flying,510,110,65,105,55,95,80,5,False
622,1006,631,Heatmor,"""Anteater Pokemon""",1.4,58.0,"""Fire""",,"""Gluttony""","""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""","""Flash Fire""","""Powers up the Pokémon's Fire-type moves if it's hit by one.""","""White Smoke""","""The Pokémon is protected by its white smoke, which prevents other Pokémon from lowering its stats.""",50.0,50.0,70,"""Black""","""Unova""",85,97,66,105,66,65,484,0,0,0,2,0,0,2,90,"""Medium Fast""",1000000,169,"""Field""",,20,,,631,Fire,,484,85,97,66,105,66,65,5,False
623,1007,632,Durant,"""Iron Ant Pokemon""",0.3,33.0,"""Bug""","""Steel""","""Swarm""","""Powers up Bug-type moves when the Pokémon's HP is low.""","""Hustle""","""Boosts the Attack stat, but lowers accuracy.""","""Truant""","""The Pokémon can't use a move if it had used a move on the previous turn.""",50.0,50.0,70,"""Black""","""Unova""",58,109,112,48,48,109,484,0,0,2,0,0,0,2,90,"""Medium Fast""",1000000,169,"""Bug""",,20,,,632,Bug,Steel,484,58,109,112,48,48,109,5,False
624,1008,633,Deino,"""Irate Pokemon""",0.8,17.3,"""Dark""","""Dragon""","""Hustle""","""Boosts the Attack stat, but lowers accuracy.""",,,,,50.0,50.0,35,"""Black""","""Unova""",52,65,50,45,50,38,300,0,1,0,0,0,0,1,45,"""Slow""",1250000,60,"""Dragon""",,40,,,633,Dark,Dragon,300,52,65,50,45,50,38,5,False
625,1009,634,Zweilous,"""Hostile Pokemon""",1.4,50.0,"""Dark""","""Dragon""","""Hustle""","""Boosts the Attack stat, but lowers accuracy.""",,,,,50.0,50.0,35,"""Black""","""Unova""",72,85,70,65,70,58,420,0,2,0,0,0,0,2,45,"""Slow""",1250000,147,"""Dragon""",,40,1008.0,"""Level 50""",634,Dark,Dragon,420,72,85,70,65,70,58,5,False
626,1010,635,Hydreigon,"""Brutal Pokemon""",1.8,160.0,"""Dark""","""Dragon""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",,,,,50.0,50.0,35,"""Black""","""Unova""",92,105,90,125,90,98,600,0,0,0,3,0,0,3,45,"""Slow""",1250000,270,"""Dragon""",,40,1009.0,"""Level 64""",635,Dark,Dragon,600,92,105,90,125,90,98,5,False
627,1011,636,Larvesta,"""Torch Pokemon""",1.1,28.8,"""Bug""","""Fire""","""Flame Body""","""Contact with the Pokémon may burn the attacker.""",,,"""Swarm""","""Powers up Bug-type moves when the Pokémon's HP is low.""",50.0,50.0,70,"""Black""","""Unova""",55,85,55,50,55,60,360,0,1,0,0,0,0,1,45,"""Slow""",1250000,72,"""Bug""",,40,,,636,Bug,Fire,360,55,85,55,50,55,60,5,False
628,1012,637,Volcarona,"""Sun Pokemon""",1.6,46.0,"""Bug""","""Fire""","""Flame Body""","""Contact with the Pokémon may burn the attacker.""",,,"""Swarm""","""Powers up Bug-type moves when the Pokémon's HP is low.""",50.0,50.0,70,"""Black""","""Unova""",85,60,65,135,105,100,550,0,0,0,3,0,0,3,15,"""Slow""",1250000,248,"""Bug""",,40,1011.0,"""Level 59""",637,Bug,Fire,550,85,60,65,135,105,100,5,False
629,1013,638,Cobalion,"""Iron Will Pokemon""",2.1,250.0,"""Steel""","""Fighting""","""Justified""","""Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.""",,,,,0.0,0.0,35,"""Black""","""Unova""",91,90,129,90,72,108,580,0,0,3,0,0,0,3,3,"""Slow""",1250000,261,"""Undiscovered""",,80,,,638,Steel,Fighting,580,91,90,129,90,72,108,5,True
630,1014,639,Terrakion,"""Cavern Pokemon""",1.9,260.0,"""Rock""","""Fighting""","""Justified""","""Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.""",,,,,0.0,0.0,35,"""Black""","""Unova""",91,129,90,72,90,108,580,0,3,0,0,0,0,3,3,"""Slow""",1250000,261,"""Undiscovered""",,80,,,639,Rock,Fighting,580,91,129,90,72,90,108,5,True
631,1016,640,Virizion,"""Grassland Pokemon""",2.0,200.0,"""Grass""","""Fighting""","""Justified""","""Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.""",,,,,0.0,0.0,35,"""Black""","""Unova""",91,90,72,90,129,108,580,0,0,0,0,3,0,3,3,"""Slow""",1250000,261,"""Undiscovered""",,80,,,640,Grass,Fighting,580,91,90,72,90,129,108,5,True
632,1019,643,Reshiram,"""Vast White Pokemon""",3.2,330.0,"""Dragon""","""Fire""","""Turboblaze""","""Moves can be used on the target regardless of its Abilities.""",,,,,0.0,0.0,0,"""Black""","""Unova""",100,120,100,150,120,90,680,0,0,0,3,0,0,3,3,"""Slow""",1250000,306,"""Undiscovered""",,120,,,643,Dragon,Fire,680,100,120,100,150,120,90,5,True
633,1020,644,Zekrom,"""Deep Black Pokemon""",2.9,345.0,"""Dragon""","""Electric""","""Teravolt""","""Moves can be used on the target regardless of its Abilities.""",,,,,0.0,0.0,0,"""Black""","""Unova""",100,150,120,120,100,90,680,0,3,0,0,0,0,3,3,"""Slow""",1250000,306,"""Undiscovered""",,120,,,644,Dragon,Electric,680,100,150,120,120,100,90,5,True
634,1022,646,Kyurem,"""Boundary Pokemon""",3.0,325.0,"""Dragon""","""Ice""","""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",,,,,0.0,0.0,0,"""Black""","""Unova""",125,130,90,130,90,95,660,1,1,0,1,0,0,3,3,"""Slow""",1250000,297,"""Undiscovered""",,120,,,646,Dragon,Ice,660,125,130,90,130,90,95,5,True
635,1025,649,Genesect,"""Paleozoic Pokemon""",1.5,82.5,"""Bug""","""Steel""","""Download""","""Compares an opposing Pokémon's Defense and Sp. Def stats before raising its own Attack or Sp. Atk stat—whichever will be more effective.""",,,,,0.0,0.0,0,"""Black""","""Unova""",71,120,95,120,95,99,600,0,1,0,1,0,1,3,3,"""Slow""",1250000,270,"""Undiscovered""",,120,,,649,Bug,Steel,600,71,120,95,120,95,99,5,False
636,1066,650,Chespin,"""Spiky Nut Pokemon""",0.4,9.0,"""Grass""",,"""Overgrow""","""Powers up Grass-type moves when the Pokémon's HP is low.""",,,"""Bulletproof""","""Protects the Pokémon from some ball and bomb moves.""",87.5,12.5,70,"""X""","""Kalos""",56,61,65,48,45,38,313,0,0,1,0,0,0,1,45,"""Medium Slow""",1059860,63,"""Field""",,20,,,650,Grass,,313,56,61,65,48,45,38,6,False
637,1067,651,Quilladin,"""Spiky Armor Pokemon""",0.7,29.0,"""Grass""",,"""Overgrow""","""Powers up Grass-type moves when the Pokémon's HP is low.""",,,"""Bulletproof""","""Protects the Pokémon from some ball and bomb moves.""",87.5,12.5,70,"""X""","""Kalos""",61,78,95,56,58,57,405,0,0,2,0,0,0,2,45,"""Medium Slow""",1059860,142,"""Field""",,20,1066.0,"""Level 16""",651,Grass,,405,61,78,95,56,58,57,6,False
638,1068,652,Chesnaught,"""Spiky Armor Pokemon""",1.6,90.0,"""Grass""","""Fighting""","""Overgrow""","""Powers up Grass-type moves when the Pokémon's HP is low.""",,,"""Bulletproof""","""Protects the Pokémon from some ball and bomb moves.""",87.5,12.5,70,"""X""","""Kalos""",88,107,122,74,75,64,530,0,0,3,0,0,0,3,45,"""Medium Slow""",1059860,239,"""Field""",,20,1067.0,"""Level 36""",652,Grass,Fighting,530,88,107,122,74,75,64,6,False
639,1069,653,Fennekin,"""Fox Pokemon""",0.4,9.4,"""Fire""",,"""Blaze""","""Powers up Fire-type moves when the Pokémon's HP is low. """,,,"""Magician""","""The Pokémon steals the held item of a Pokémon it hits with a move.""",87.5,12.5,70,"""X""","""Kalos""",40,45,40,62,60,60,307,0,0,0,1,0,0,1,45,"""Medium Slow""",1059860,61,"""Field""",,20,,,653,Fire,,307,40,45,40,62,60,60,6,False
640,1070,654,Braixen,"""Fox Pokemon""",1.0,14.5,"""Fire""",,"""Blaze""","""Powers up Fire-type moves when the Pokémon's HP is low. """,,,"""Magician""","""The Pokémon steals the held item of a Pokémon it hits with a move.""",87.5,12.5,70,"""X""","""Kalos""",59,59,58,90,70,73,409,0,0,0,2,0,0,2,45,"""Medium Slow""",1059860,143,"""Field""",,20,1069.0,"""Level 16""",654,Fire,,409,59,59,58,90,70,73,6,False
641,1071,655,Delphox,"""Fox Pokemon""",1.5,39.0,"""Fire""","""Psychic""","""Blaze""","""Powers up Fire-type moves when the Pokémon's HP is low. """,,,"""Magician""","""The Pokémon steals the held item of a Pokémon it hits with a move.""",87.5,12.5,70,"""X""","""Kalos""",75,69,72,114,100,104,534,0,0,0,3,0,0,3,45,"""Medium Slow""",1059860,240,"""Field""",,20,1070.0,"""Level 36""",655,Fire,Psychic,534,75,69,72,114,100,104,6,False
642,1072,656,Froakie,"""Bubble Frog Pokemon""",0.3,7.0,"""Water""",,"""Torrent""","""Powers up Water-type moves when the Pokémon's HP is low. """,,,"""Protean""","""Changes the Pokémon's type to the type of the move it's about to use.""",87.5,12.5,70,"""X""","""Kalos""",41,56,40,62,44,71,314,0,0,0,0,0,1,1,45,"""Medium Slow""",1059860,63,"""Water 1""",,20,,,656,Water,,314,41,56,40,62,44,71,6,False
643,1073,657,Frogadier,"""Bubble Frog Pokemon""",0.6,10.9,"""Water""",,"""Torrent""","""Powers up Water-type moves when the Pokémon's HP is low. """,,,"""Protean""","""Changes the Pokémon's type to the type of the move it's about to use.""",87.5,12.5,70,"""X""","""Kalos""",54,63,52,83,56,97,405,0,0,0,0,0,2,2,45,"""Medium Slow""",1059860,142,"""Water 1""",,20,1072.0,"""Level 16""",657,Water,,405,54,63,52,83,56,97,6,False
644,1074,658,Greninja,"""Ninja Pokemon""",1.5,40.0,"""Water""","""Dark""","""Torrent""","""Powers up Water-type moves when the Pokémon's HP is low. """,,,"""Protean""","""Changes the Pokémon's type to the type of the move it's about to use.""",87.5,12.5,70,"""X""","""Kalos""",72,95,67,103,71,122,530,0,0,0,0,0,3,3,45,"""Medium Slow""",1059860,239,"""Water 1""",,20,1073.0,"""Level 36""",658,Water,Dark,530,72,95,67,103,71,122,6,False
645,1075,659,Bunnelby,"""Digging Pokemon""",0.4,5.0,"""Normal""",,"""Pickup""","""The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.""","""Cheek Pouch""","""Restores HP as well when the Pokémon eats a Berry.""","""Huge Power""","""Doubles the Pokémon's Attack stat.""",50.0,50.0,70,"""X""","""Kalos""",38,36,38,32,36,57,237,0,0,0,0,0,1,1,255,"""Medium Fast""",1000000,47,"""Field""",,15,,,659,Normal,,237,38,36,38,32,36,57,6,False
646,1077,660,Diggersby,"""Digging Pokemon""",1.0,42.4,"""Normal""","""Ground""","""Pickup""","""The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.""","""Cheek Pouch""","""Restores HP as well when the Pokémon eats a Berry.""","""Huge Power""","""Doubles the Pokémon's Attack stat.""",50.0,50.0,70,"""X""","""Kalos""",85,56,77,50,77,78,423,2,0,0,0,0,0,2,127,"""Medium Fast""",1000000,148,"""Field""",,15,1075.0,"""Level 20""",660,Normal,Ground,423,85,56,77,50,77,78,6,False
